Atomic Li wave function in real space
Atomic number
  3
Total number of orbitals
 15
The [2S] state electronic configuration
Number of up, downspin electrons, determinants 
  2  1   252
    0.374153047891148E-08
    0.384370685014461E-08
    0.394865890255388E-08
    0.405646184017656E-08
    0.416719290193490E-08
    0.428093141665924E-08
    0.439775885959845E-08
    0.451775891045788E-08
    0.464101751300594E-08
    0.476762293629190E-08
    0.489766583751839E-08
    0.503123932661322E-08
    0.516843903254655E-08
    0.530936317144059E-08
    0.545411261652007E-08
    0.560279096995354E-08
    0.575550463663636E-08
    0.591236289996787E-08
    0.607347799967669E-08
    0.623896521174958E-08
    0.640894293052043E-08
    0.658353275297803E-08
    0.676285956535250E-08
    0.694705163204175E-08
    0.713624068694160E-08
    0.733056202724405E-08
    0.753015460977078E-08
    0.773516114991024E-08
    0.794572822322847E-08
    0.816200636982632E-08
    0.838415020151698E-08
    0.861231851189999E-08
    0.884667438941028E-08
    0.908738533342234E-08
    0.933462337349218E-08
    0.958856519182187E-08
    0.984939224903384E-08
    0.101172909133440E-07
    0.103924525932261E-07
    0.106750738736609E-07
    0.109653566560679E-07
    0.112635083020183E-07
    0.115697417808321E-07
    0.118842758211634E-07
    0.122073350666825E-07
    0.125391502359651E-07
    0.128799582867024E-07
    0.132300025843484E-07
    0.135895330753253E-07
    0.139588064649083E-07
    0.143380863999194E-07
    0.147276436563557E-07
    0.151277563320900E-07
    0.155387100447776E-07
    0.159607981351113E-07
    0.163943218755691E-07
    0.168395906848025E-07
    0.172969223478177E-07
    0.177666432421074E-07
    0.182490885698922E-07
    0.187446025966379E-07
    0.192535388960183E-07
    0.197762606014963E-07
    0.203131406647041E-07
    0.208645621208037E-07
    0.214309183610197E-07
    0.220126134125336E-07
    0.226100622259432E-07
    0.232236909704883E-07
    0.238539373372528E-07
    0.245012508505610E-07
    0.251660931877862E-07
    0.258489385078013E-07
    0.265502737883034E-07
    0.272705991722538E-07
    0.280104283236768E-07
    0.287702887930735E-07
    0.295507223927077E-07
    0.303522855820317E-07
    0.311755498635259E-07
    0.320211021892332E-07
    0.328895453782775E-07
    0.337814985456618E-07
    0.346975975426529E-07
    0.356384954090628E-07
    0.366048628377508E-07
    0.375973886516740E-07
    0.386167802938275E-07
    0.396637643304204E-07
    0.407390869676463E-07
    0.418435145824148E-07
    0.429778342674224E-07
    0.441428543909474E-07
    0.453394051717700E-07
    0.465683392696232E-07
    0.478305323915951E-07
    0.491268839149137E-07
    0.504583175265567E-07
    0.518257818801391E-07
    0.532302512705478E-07
    0.546727263268005E-07
    0.561542347236212E-07
    0.576758319122398E-07
    0.592386018709323E-07
    0.608436578758353E-07
    0.624921432925855E-07
    0.641852323893404E-07
    0.659241311717644E-07
    0.677100782405683E-07
    0.695443456722142E-07
    0.714282399234091E-07
    0.733631027600335E-07
    0.753503122111587E-07
    0.773912835488362E-07
    0.794874702943526E-07
    0.816403652516631E-07
    0.838515015687409E-07
    0.861224538275940E-07
    0.884548391637226E-07
    0.908503184158156E-07
    0.933105973064996E-07
    0.958374276549786E-07
    0.984326086224281E-07
    0.101097987991027E-06
    0.103835463477531E-06
    0.106646984082331E-06
    0.109534551474941E-06
    0.112500221416908E-06
    0.115546105223154E-06
    0.118674371262782E-06
    0.121887246500419E-06
    0.125187018079180E-06
    0.128576034946394E-06
    0.132056709523221E-06
    0.135631519419374E-06
    0.139303009194134E-06
    0.143073792164940E-06
    0.146946552264803E-06
    0.150924045949892E-06
    0.155009104158633E-06
    0.159204634323703E-06
    0.163513622438374E-06
    0.167939135178634E-06
    0.172484322082637E-06
    0.177152417788987E-06
    0.181946744335471E-06
    0.186870713519863E-06
    0.191927829324475E-06
    0.197121690406175E-06
    0.202455992653642E-06
    0.207934531813666E-06
    0.213561206188370E-06
    0.219340019405246E-06
    0.225275083261993E-06
    0.231370620648164E-06
    0.237630968545694E-06
    0.244060581110438E-06
    0.250664032836917E-06
    0.257446021808492E-06
    0.264411373035306E-06
    0.271565041882323E-06
    0.278912117589932E-06
    0.286457826889585E-06
    0.294207537717055E-06
    0.302166763025925E-06
    0.310341164704039E-06
    0.318736557595676E-06
    0.327358913632289E-06
    0.336214366074771E-06
    0.345309213870230E-06
    0.354649926126359E-06
    0.364243146706601E-06
    0.374095698949345E-06
    0.384214590514492E-06
    0.394607018360857E-06
    0.405280373857913E-06
    0.416242248035499E-06
    0.427500436975225E-06
    0.439062947347398E-06
    0.450938002097379E-06
    0.463134046285407E-06
    0.475659753084049E-06
    0.488524029937486E-06
    0.501736024887039E-06
    0.515305133067405E-06
    0.529241003378190E-06
    0.543553545335492E-06
    0.558252936108372E-06
    0.573349627745206E-06
    0.588854354595039E-06
    0.604778140929185E-06
    0.621132308768493E-06
    0.637928485921817E-06
    0.655178614241363E-06
    0.672894958100796E-06
    0.691090113102093E-06
    0.709777015017294E-06
    0.728968948971515E-06
    0.748679558873709E-06
    0.768922857101844E-06
    0.789713234449372E-06
    0.811065470340035E-06
    0.832994743318212E-06
    0.855516641822263E-06
    0.878647175248492E-06
    0.902402785313539E-06
    0.926800357723264E-06
    0.951857234156391E-06
    0.977591224571352E-06
    0.100402061984509E-05
    0.103116420475272E-05
    0.105904127129730E-05
    0.108767163239900E-05
    0.111707563595357E-05
    0.114727417926983E-05
    0.117828872389658E-05
    0.121014131084924E-05
    0.124285457624719E-05
    0.127645176737265E-05
    0.131095675916268E-05
    0.134639407114574E-05
    0.138278888483497E-05
    0.142016706159038E-05
    0.145855516096261E-05
    0.149798045953119E-05
    0.153847097025071E-05
    0.158005546231846E-05
    0.162276348157765E-05
    0.166662537147056E-05
    0.171167229455653E-05
    0.175793625460990E-05
    0.180545011931354E-05
    0.185424764356393E-05
    0.190436349340449E-05
    0.195583327060367E-05
    0.200869353789551E-05
    0.206298184490031E-05
    0.211873675474374E-05
    0.217599787139319E-05
    0.223480586773062E-05
    0.229520251438182E-05
    0.235723070932227E-05
    0.242093450828058E-05
    0.248635915596100E-05
    0.255355111810690E-05
    0.262255811442792E-05
    0.269342915241398E-05
    0.276621456206000E-05
    0.284096603152581E-05
    0.291773664375633E-05
    0.299658091408797E-05
    0.307755482886753E-05
    0.316071588511101E-05
    0.324612313123025E-05
    0.333383720885582E-05
    0.342392039578602E-05
    0.351643665009195E-05
    0.361145165540970E-05
    0.370903286745176E-05
    0.380924956177008E-05
    0.391217288280463E-05
    0.401787589425189E-05
    0.412643363078855E-05
    0.423792315118717E-05
    0.435242359286057E-05
    0.447001622787394E-05
    0.459078452046347E-05
    0.471481418610235E-05
    0.484219325215534E-05
    0.497301212016466E-05
    0.510736362981088E-05
    0.524534312459377E-05
    0.538704851927917E-05
    0.553258036915921E-05
    0.568204194117448E-05
    0.583553928694815E-05
    0.599318131778298E-05
    0.615507988167408E-05
    0.632134984239128E-05
    0.649210916068656E-05
    0.666747897768344E-05
    0.684758370050654E-05
    0.703255109021168E-05
    0.722251235207764E-05
    0.741760222832314E-05
    0.761795909331349E-05
    0.782372505132405E-05
    0.803504603692824E-05
    0.825207191808073E-05
    0.847495660196779E-05
    0.870385814369846E-05
    0.893893885791273E-05
    0.918036543338474E-05
    0.942830905070044E-05
    0.968294550309251E-05
    0.994445532051639E-05
    0.102130238970540E-04
    0.104888416217341E-04
    0.107721040128603E-04
    0.110630118559402E-04
    0.113617713453121E-04
    0.116685942295673E-04
    0.119836979608697E-04
    0.123073058482759E-04
    0.126396472151639E-04
    0.129809575608771E-04
    0.133314787266990E-04
    0.136914590662715E-04
    0.140611536205768E-04
    0.144408242976029E-04
    0.148307400568183E-04
    0.152311770985836E-04
    0.156424190586309E-04
    0.160647572077467E-04
    0.164984906567952E-04
    0.169439265672253E-04
    0.174013803672064E-04
    0.178711759735418E-04
    0.183536460195150E-04
    0.188491320888246E-04
    0.193579849557700E-04
    0.198805648318546E-04
    0.204172416189751E-04
    0.209683951693737E-04
    0.215344155525301E-04
    0.221157033291803E-04
    0.227126698326476E-04
    0.233257374576833E-04
    0.239553399570127E-04
    0.246019227457929E-04
    0.252659432141913E-04
    0.259478710482988E-04
    0.266481885596002E-04
    0.273673910232270E-04
    0.281059870252250E-04
    0.288644988190763E-04
    0.296434626917197E-04
    0.304434293393208E-04
    0.312649642530500E-04
    0.321086481151330E-04
    0.329750772054448E-04
    0.338648638189271E-04
    0.347786366941144E-04
    0.357170414530618E-04
    0.366807410529786E-04
    0.376704162498721E-04
    0.386867660745247E-04
    0.397305083211251E-04
    0.408023800488918E-04
    0.419031380970290E-04
    0.430335596133697E-04
    0.441944425970648E-04
    0.453866064556914E-04
    0.466108925771605E-04
    0.478681649168134E-04
    0.491593106001100E-04
    0.504852405413199E-04
    0.518468900786365E-04
    0.532452196261516E-04
    0.546812153431329E-04
    0.561558898210605E-04
    0.576702827888939E-04
    0.592254618370465E-04
    0.608225231605650E-04
    0.624625923220170E-04
    0.641468250346093E-04
    0.658764079660667E-04
    0.676525595638233E-04
    0.694765309020814E-04
    0.713496065513205E-04
    0.732731054708430E-04
    0.752483819249637E-04
    0.772768264234659E-04
    0.793598666869615E-04
    0.814989686378071E-04
    0.836956374172505E-04
    0.859514184294922E-04
    0.882678984133688E-04
    0.906467065423794E-04
    0.930895155537991E-04
    0.955980429076330E-04
    0.981740519761952E-04
    0.100819353265106E-03
    0.103535805666522E-03
    0.106325317745442E-03
    0.109189849059936E-03
    0.112131411516176E-03
    0.115152070759172E-03
    0.118253947600120E-03
    0.121439219481306E-03
    0.124710121979530E-03
    0.128068950349020E-03
    0.131518061104846E-03
    0.135059873647861E-03
    0.138696871932214E-03
    0.142431606176495E-03
    0.146266694619623E-03
    0.150204825322572E-03
    0.154248758017090E-03
    0.158401326002563E-03
    0.162665438092208E-03
    0.167044080609814E-03
    0.171540319438265E-03
    0.176157302121096E-03
    0.180898260018385E-03
    0.185766510518287E-03
    0.190765459305565E-03
    0.195898602688488E-03
    0.201169529985518E-03
    0.206581925973218E-03
    0.212139573396899E-03
    0.217846355545509E-03
    0.223706258892373E-03
    0.229723375803416E-03
    0.235901907314566E-03
    0.242246165980138E-03
    0.248760578794044E-03
    0.255449690185804E-03
    0.262318165093423E-03
    0.269370792115365E-03
    0.276612486743969E-03
    0.284048294682875E-03
    0.291683395251211E-03
    0.299523104877574E-03
    0.307572880687099E-03
    0.315838324185294E-03
    0.324325185042689E-03
    0.333039364984864E-03
    0.341986921792943E-03
    0.351174073580947E-03
    0.360607203403144E-03
    0.370292861630522E-03
    0.380237772081372E-03
    0.390448836023988E-03
    0.400933136792553E-03
    0.411697944512787E-03
    0.422750720951918E-03
    0.434099124497312E-03
    0.445751015253890E-03
    0.457714460268612E-03
    0.469997738902238E-03
    0.482609348315531E-03
    0.495558009102766E-03
    0.508852671066239E-03
    0.522502519133263E-03
    0.536516979433909E-03
    0.550905725507610E-03
    0.565678684679372E-03
    0.580846044593543E-03
    0.596418259902106E-03
    0.612406059121019E-03
    0.628820451667790E-03
    0.645672735061904E-03
    0.662974502309079E-03
    0.680737649455767E-03
    0.698974383344580E-03
    0.717697229555108E-03
    0.736919040537949E-03
    0.756653003947451E-03
    0.776912651186493E-03
    0.797711866146092E-03
    0.819064894166360E-03
    0.840986351211104E-03
    0.863491233269830E-03
    0.886594925988360E-03
    0.910313214517869E-03
    0.934662293612250E-03
    0.959658777968175E-03
    0.985319712798521E-03
    0.101166258467442E-02
    0.103870533262200E-02
    0.106646635947904E-02
    0.109496454352456E-02
    0.112421925037287E-02
    0.115425034516363E-02
    0.118507820502858E-02
    0.121672373185178E-02
    0.124920836532952E-02
    0.128255409633667E-02
    0.131678348059514E-02
    0.135191965266464E-02
    0.138798634025372E-02
    0.142500787886183E-02
    0.146300922675397E-02
    0.150201598027664E-02
    0.154205438952269E-02
    0.158315137435047E-02
    0.162533454076229E-02
    0.166863219765270E-02
    0.171307337392958E-02
    0.175868783601625E-02
    0.180550610574122E-02
    0.185355947862169E-02
    0.190288004254902E-02
    0.195350069688140E-02
    0.200545517195117E-02
    0.205877804899360E-02
    0.211350478050372E-02
    0.216967171102816E-02
    0.222731609839849E-02
    0.228647613541298E-02
    0.234719097197329E-02
    0.240950073768279E-02
    0.247344656491300E-02
    0.253907061234465E-02
    0.260641608898969E-02
    0.267552727870042E-02
    0.274644956517229E-02
    0.281922945744604E-02
    0.289391461591510E-02
    0.297055387884412E-02
    0.304919728940408E-02
    0.312989612322942E-02
    0.321270291650218E-02
    0.329767149456830E-02
    0.338485700109030E-02
    0.347431592774136E-02
    0.356610614444427E-02
    0.366028693015947E-02
    0.375691900422511E-02
    0.385606455825264E-02
    0.395778728858031E-02
    0.406215242928682E-02
    0.416922678576696E-02
    0.427907876887022E-02
    0.439177842960354E-02
    0.450739749439809E-02
    0.462600940093975E-02
    0.474768933456222E-02
    0.487251426520121E-02
    0.500056298490696E-02
    0.513191614591248E-02
    0.526665629925310E-02
    0.540486793393287E-02
    0.554663751663183E-02
    0.569205353194830E-02
    0.584120652316780E-02
    0.599418913355069E-02
    0.615109614812865E-02
    0.631202453599939E-02
    0.647707349310750E-02
    0.664634448549870E-02
    0.681994129303246E-02
    0.699797005353776E-02
    0.718053930739467E-02
    0.736776004252299E-02
    0.755974573975784E-02
    0.775661241859060E-02
    0.795847868325142E-02
    0.816546576910856E-02
    0.837769758935739E-02
    0.859530078197042E-02
    0.881840475687760E-02
    0.904714174334401E-02
    0.928164683751077E-02
    0.952205805006178E-02
    0.976851635397749E-02
    0.100211657323343E-01
    0.102801532261065E-01
    0.105456289819233E-01
    0.108177462997350E-01
    0.110966616803347E-01
    0.113825348726841E-01
    0.116755289209860E-01
    0.119758102114459E-01
    0.122835485186597E-01
    0.125989170515655E-01
    0.129220924988897E-01
    0.132532550740202E-01
    0.135925885592323E-01
    0.139402803491932E-01
    0.142965214936643E-01
    0.146615067393235E-01
    0.150354345706205E-01
    0.154185072495789E-01
    0.158109308544567E-01
    0.162129153171707E-01
    0.166246744593905E-01
    0.170464260272049E-01
    0.174783917242591E-01
    0.179207972432610E-01
    0.183738722957509E-01
    0.188378506400275E-01
    0.193129701071222E-01
    0.197994726247094E-01
    0.202976042388407E-01
    0.208076151333905E-01
    0.213297596470981E-01
    0.218642962880901E-01
    0.224114877457695E-01
    0.229716008999529E-01
    0.235449068271462E-01
